OBJECTID,X,Y
604,276950.9844,3327233.735
605,277030.9844,3327233.735
606,277110.9844,3327233.735
607,277190.9844,3327233.735
608,277270.9844,3327233.735
609,277350.9844,3327233.735
610,277430.9844,3327233.735
611,277510.9844,3327233.735
612,277590.9844,3327233.735
613,274790.9844,3327313.735
614,274870.9844,3327313.735
615,274950.9844,3327313.735
616,275030.9844,3327313.735
617,275110.9844,3327313.735
618,275190.9844,3327313.735
619,275270.9844,3327313.735
620,275350.9844,3327313.735
621,275430.9844,3327313.735
622,275510.9844,3327313.735
623,275590.9844,3327313.735
624,275670.9844,3327313.735
625,275750.9844,3327313.735
626,275830.9844,3327313.735
627,275910.9844,3327313.735
628,275990.9844,3327313.735
629,276070.9844,3327313.735
630,276150.9844,3327313.735
631,276230.9844,3327313.735
632,276310.9844,3327313.735
633,276390.9844,3327313.735
634,276470.9844,3327313.735
635,276550.9844,3327313.735
636,276630.9844,3327313.735
637,276710.9844,3327313.735
638,276790.9844,3327313.735
639,276870.9844,3327313.735
640,276950.9844,3327313.735
641,277030.9844,3327313.735
642,277110.9844,3327313.735
643,277190.9844,3327313.735
644,277270.9844,3327313.735
645,277350.9844,3327313.735
646,277430.9844,3327313.735
647,277510.9844,3327313.735
648,274710.9844,3327393.735
649,274790.9844,3327393.735
650,274870.9844,3327393.735
651,274950.9844,3327393.735
652,275030.9844,3327393.735
653,275110.9844,3327393.735
654,275190.9844,3327393.735
655,275270.9844,3327393.735
656,275350.9844,3327393.735
657,275430.9844,3327393.735
658,275510.9844,3327393.735
659,275590.9844,3327393.735
660,275670.9844,3327393.735
661,275750.9844,3327393.735
662,275830.9844,3327393.735
663,275910.9844,3327393.735
664,275990.9844,3327393.735
665,276070.9844,3327393.735
666,276150.9844,3327393.735
667,276230.9844,3327393.735
668,276310.9844,3327393.735
669,276390.9844,3327393.735
670,276470.9844,3327393.735
671,276550.9844,3327393.735
672,276630.9844,3327393.735
673,276710.9844,3327393.735
674,276790.9844,3327393.735
675,276870.9844,3327393.735
676,276950.9844,3327393.735
677,277030.9844,3327393.735
678,277110.9844,3327393.735
679,277190.9844,3327393.735
680,277270.9844,3327393.735
681,277350.9844,3327393.735
682,277430.9844,3327393.735
683,274630.9844,3327473.735
684,274710.9844,3327473.735
685,274790.9844,3327473.735
686,274870.9844,3327473.735
687,274950.9844,3327473.735
688,275030.9844,3327473.735
689,275110.9844,3327473.735
690,275190.9844,3327473.735
691,275270.9844,3327473.735
692,275350.9844,3327473.735
693,275430.9844,3327473.735
694,275510.9844,3327473.735
695,275590.9844,3327473.735
696,275670.9844,3327473.735
697,275750.9844,3327473.735
698,275830.9844,3327473.735
699,275910.9844,3327473.735
700,275990.9844,3327473.735
701,276070.9844,3327473.735
702,276150.9844,3327473.735
703,276230.9844,3327473.735
704,276310.9844,3327473.735
705,276390.9844,3327473.735
706,276470.9844,3327473.735
707,276550.9844,3327473.735
708,276630.9844,3327473.735
709,276710.9844,3327473.735
710,276790.9844,3327473.735
711,276870.9844,3327473.735
712,276950.9844,3327473.735
713,277030.9844,3327473.735
714,277110.9844,3327473.735
715,277190.9844,3327473.735
716,277270.9844,3327473.735
717,277350.9844,3327473.735
718,274550.9844,3327553.735
719,274630.9844,3327553.735
720,274710.9844,3327553.735
721,274790.9844,3327553.735
722,274870.9844,3327553.735
723,274950.9844,3327553.735
724,275030.9844,3327553.735
725,275110.9844,3327553.735
726,275190.9844,3327553.735
727,275270.9844,3327553.735
728,275350.9844,3327553.735
729,275430.9844,3327553.735
730,275510.9844,3327553.735
731,275590.9844,3327553.735
732,275670.9844,3327553.735
733,275750.9844,3327553.735
734,275830.9844,3327553.735
735,275910.9844,3327553.735
736,275990.9844,3327553.735
737,276070.9844,3327553.735
738,276150.9844,3327553.735
739,276230.9844,3327553.735
740,276310.9844,3327553.735
741,276390.9844,3327553.735
742,276470.9844,3327553.735
743,276550.9844,3327553.735
744,276630.9844,3327553.735
745,276710.9844,3327553.735
746,276790.9844,3327553.735
747,276870.9844,3327553.735
748,276950.9844,3327553.735
749,277030.9844,3327553.735
750,277110.9844,3327553.735
751,277190.9844,3327553.735
752,277270.9844,3327553.735
753,274470.9844,3327633.735
754,274550.9844,3327633.735
755,274630.9844,3327633.735
756,274710.9844,3327633.735
757,274790.9844,3327633.735
758,274870.9844,3327633.735
759,274950.9844,3327633.735
760,275030.9844,3327633.735
761,275110.9844,3327633.735
762,275190.9844,3327633.735
763,275270.9844,3327633.735
764,275350.9844,3327633.735
765,275430.9844,3327633.735
766,275510.9844,3327633.735
767,275590.9844,3327633.735
768,275670.9844,3327633.735
769,275750.9844,3327633.735
770,275830.9844,3327633.735
771,275910.9844,3327633.735
772,275990.9844,3327633.735
773,276070.9844,3327633.735
774,276150.9844,3327633.735
775,276230.9844,3327633.735
776,276310.9844,3327633.735
777,276390.9844,3327633.735
778,276470.9844,3327633.735
779,276550.9844,3327633.735
780,276630.9844,3327633.735
781,276710.9844,3327633.735
782,276790.9844,3327633.735
783,276870.9844,3327633.735
784,276950.9844,3327633.735
785,277030.9844,3327633.735
786,277110.9844,3327633.735
787,277190.9844,3327633.735
788,274310.9844,3327713.735
789,274390.9844,3327713.735
790,274470.9844,3327713.735
791,274550.9844,3327713.735
792,274630.9844,3327713.735
793,274710.9844,3327713.735
794,274790.9844,3327713.735
795,274870.9844,3327713.735
796,274950.9844,3327713.735
797,275030.9844,3327713.735
798,275110.9844,3327713.735
799,275190.9844,3327713.735
800,275270.9844,3327713.735
801,275350.9844,3327713.735
802,275430.9844,3327713.735
803,275510.9844,3327713.735
804,275590.9844,3327713.735
805,275670.9844,3327713.735
806,275750.9844,3327713.735
807,275830.9844,3327713.735
808,275910.9844,3327713.735
809,275990.9844,3327713.735
810,276070.9844,3327713.735
811,276150.9844,3327713.735
812,276230.9844,3327713.735
813,276310.9844,3327713.735
814,276390.9844,3327713.735
815,276470.9844,3327713.735
816,276550.9844,3327713.735
817,276630.9844,3327713.735
818,276710.9844,3327713.735
819,276790.9844,3327713.735
820,276870.9844,3327713.735
821,276950.9844,3327713.735
822,277030.9844,3327713.735
823,277110.9844,3327713.735
824,274230.9844,3327793.735
825,274310.9844,3327793.735
826,274390.9844,3327793.735
827,274470.9844,3327793.735
828,274550.9844,3327793.735
829,274630.9844,3327793.735
830,274710.9844,3327793.735
831,274790.9844,3327793.735
832,274870.9844,3327793.735
833,274950.9844,3327793.735
834,275030.9844,3327793.735
835,275110.9844,3327793.735
836,275190.9844,3327793.735
837,275270.9844,3327793.735
838,275350.9844,3327793.735
839,275430.9844,3327793.735
840,275510.9844,3327793.735
841,275590.9844,3327793.735
842,275670.9844,3327793.735
843,275750.9844,3327793.735
844,275830.9844,3327793.735
845,275910.9844,3327793.735
846,275990.9844,3327793.735
847,276070.9844,3327793.735
848,276150.9844,3327793.735
849,276230.9844,3327793.735
850,276310.9844,3327793.735
851,276390.9844,3327793.735
852,276470.9844,3327793.735
853,276550.9844,3327793.735
854,276630.9844,3327793.735
855,276710.9844,3327793.735
856,276790.9844,3327793.735
857,276870.9844,3327793.735
858,276950.9844,3327793.735
859,277030.9844,3327793.735
860,274150.9844,3327873.735
861,274230.9844,3327873.735
862,274310.9844,3327873.735
863,274390.9844,3327873.735
864,274470.9844,3327873.735
865,274550.9844,3327873.735
866,274630.9844,3327873.735
867,274710.9844,3327873.735
868,274790.9844,3327873.735
869,274870.9844,3327873.735
870,274950.9844,3327873.735
871,275030.9844,3327873.735
872,275110.9844,3327873.735
873,275190.9844,3327873.735
874,275270.9844,3327873.735
875,275350.9844,3327873.735
876,275430.9844,3327873.735
877,275510.9844,3327873.735
878,275590.9844,3327873.735
879,275670.9844,3327873.735
880,275750.9844,3327873.735
881,275830.9844,3327873.735
882,275910.9844,3327873.735
883,275990.9844,3327873.735
884,276070.9844,3327873.735
885,276150.9844,3327873.735
886,276230.9844,3327873.735
887,276310.9844,3327873.735
888,276390.9844,3327873.735
889,276470.9844,3327873.735
890,276550.9844,3327873.735
891,276630.9844,3327873.735
892,276710.9844,3327873.735
893,276790.9844,3327873.735
894,276870.9844,3327873.735
895,276950.9844,3327873.735
896,274070.9844,3327953.735
897,274150.9844,3327953.735
898,274230.9844,3327953.735
899,274310.9844,3327953.735
900,274390.9844,3327953.735
901,274470.9844,3327953.735
902,274550.9844,3327953.735
903,274630.9844,3327953.735
904,274710.9844,3327953.735
905,274790.9844,3327953.735
906,274870.9844,3327953.735
907,274950.9844,3327953.735
908,275030.9844,3327953.735
909,275110.9844,3327953.735
910,275190.9844,3327953.735
911,275270.9844,3327953.735
912,275350.9844,3327953.735
913,275430.9844,3327953.735
914,275510.9844,3327953.735
915,275590.9844,3327953.735
916,275670.9844,3327953.735
917,275750.9844,3327953.735
918,275830.9844,3327953.735
919,275910.9844,3327953.735
920,275990.9844,3327953.735
921,276070.9844,3327953.735
922,276150.9844,3327953.735
923,276230.9844,3327953.735
924,276310.9844,3327953.735
925,276390.9844,3327953.735
926,276470.9844,3327953.735
927,276550.9844,3327953.735
928,276630.9844,3327953.735
929,276710.9844,3327953.735
930,276790.9844,3327953.735
931,273910.9844,3328033.735
932,273990.9844,3328033.735
933,274070.9844,3328033.735
934,274150.9844,3328033.735
935,274230.9844,3328033.735
936,274310.9844,3328033.735
937,274390.9844,3328033.735
938,274470.9844,3328033.735
939,274550.9844,3328033.735
940,274630.9844,3328033.735
941,274710.9844,3328033.735
942,274790.9844,3328033.735
943,274870.9844,3328033.735
944,274950.9844,3328033.735
945,275030.9844,3328033.735
946,275110.9844,3328033.735
947,275190.9844,3328033.735
948,275270.9844,3328033.735
949,275350.9844,3328033.735
950,275430.9844,3328033.735
951,275510.9844,3328033.735
952,275590.9844,3328033.735
953,275670.9844,3328033.735
954,275750.9844,3328033.735
955,275830.9844,3328033.735
956,275910.9844,3328033.735
957,275990.9844,3328033.735
958,276070.9844,3328033.735
959,276150.9844,3328033.735
960,276230.9844,3328033.735
961,276310.9844,3328033.735
962,276390.9844,3328033.735
963,276470.9844,3328033.735
964,276550.9844,3328033.735
965,276630.9844,3328033.735
966,273830.9844,3328113.735
967,273910.9844,3328113.735
968,273990.9844,3328113.735
969,274070.9844,3328113.735
970,274150.9844,3328113.735
971,274230.9844,3328113.735
972,274310.9844,3328113.735
973,274390.9844,3328113.735
974,274470.9844,3328113.735
975,274550.9844,3328113.735
976,274630.9844,3328113.735
977,274710.9844,3328113.735
978,274790.9844,3328113.735
979,274870.9844,3328113.735
980,274950.9844,3328113.735
981,275030.9844,3328113.735
982,275110.9844,3328113.735
983,275190.9844,3328113.735
984,275270.9844,3328113.735
985,275350.9844,3328113.735
986,275430.9844,3328113.735
987,275510.9844,3328113.735
988,275590.9844,3328113.735
989,275670.9844,3328113.735
990,275750.9844,3328113.735
991,275830.9844,3328113.735
992,275910.9844,3328113.735
993,275990.9844,3328113.735
994,276070.9844,3328113.735
995,276150.9844,3328113.735
996,276230.9844,3328113.735
