OBJECTID,X,Y
34825,222550.9844,3311313.735
34826,222630.9844,3311313.735
34827,222710.9844,3311313.735
34828,222790.9844,3311313.735
34829,222870.9844,3311313.735
34830,222950.9844,3311313.735
34831,223030.9844,3311313.735
34832,223110.9844,3311313.735
34833,223190.9844,3311313.735
34834,223270.9844,3311313.735
34835,223350.9844,3311313.735
34836,223430.9844,3311313.735
34837,223510.9844,3311313.735
34838,223590.9844,3311313.735
34839,223670.9844,3311313.735
34840,223750.9844,3311313.735
34841,223830.9844,3311313.735
34842,223910.9844,3311313.735
34843,223990.9844,3311313.735
34844,224070.9844,3311313.735
34845,224150.9844,3311313.735
34846,224230.9844,3311313.735
34847,224310.9844,3311313.735
34848,224390.9844,3311313.735
34849,224470.9844,3311313.735
34850,224550.9844,3311313.735
